,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
2568,32399,Santacruz East,Mumbai,Mcdonald'S,400.0,4.3,1000,American,Kalina Artista,34
2569,32432,Kurla,Mumbai,Delhi Drum,300.0,3.8,100,Mughlai,Bandra Kurla Complex,35
2570,32432,Kurla,Mumbai,Delhi Drum,300.0,3.8,100,Chinese,Bandra Kurla Complex,35
2571,32499,Khar West,Mumbai,Rajasthan,400.0,4.0,500,Biryani,Sv Road,52
2572,32499,Khar West,Mumbai,Rajasthan,400.0,4.0,500,Desserts,Sv Road,52
2573,32499,Khar West,Mumbai,Rajasthan,400.0,4.0,500,North Indian,Sv Road,52
2574,32499,Khar West,Mumbai,Rajasthan,400.0,4.0,500,Chinese,Sv Road,52
2575,32499,Khar West,Mumbai,Rajasthan,400.0,4.0,500,Ice Cream,Sv Road,52
2576,32499,Khar West,Mumbai,Rajasthan,400.0,4.0,500,Mughlai,Sv Road,52
2577,32499,Khar West,Mumbai,Rajasthan,400.0,4.0,500,Fast Food,Sv Road,52
2578,32510,Ashok Nagar,Bangalore,Toscano,1200.0,4.3,100,Italian,Central Bangalore,39
2579,32510,Ashok Nagar,Bangalore,Toscano,1200.0,4.3,100,Pizzas,Central Bangalore,39
2580,32510,Ashok Nagar,Bangalore,Toscano,1200.0,4.3,100,Pastas,Central Bangalore,39
2581,32510,Ashok Nagar,Bangalore,Toscano,1200.0,4.3,100,Continental,Central Bangalore,39
2582,32510,Ashok Nagar,Bangalore,Toscano,1200.0,4.3,100,Salads,Central Bangalore,39
2583,32510,Ashok Nagar,Bangalore,Toscano,1200.0,4.3,100,Desserts,Central Bangalore,39
2584,32510,Ashok Nagar,Bangalore,Toscano,1200.0,4.3,100,Beverages,Central Bangalore,39
2585,32510,Ashok Nagar,Bangalore,Toscano,1200.0,4.3,100,Combo,Central Bangalore,39
2586,32513,Sarvagnanagar,Bangalore,Mma Kabab & Rolls,200.0,4.0,100,Biryani,Old Madras Road,49
2587,32513,Sarvagnanagar,Bangalore,Mma Kabab & Rolls,200.0,4.0,100,Chinese,Old Madras Road,49
2588,32513,Sarvagnanagar,Bangalore,Mma Kabab & Rolls,200.0,4.0,100,Mughlai,Old Madras Road,49
2589,32513,Sarvagnanagar,Bangalore,Mma Kabab & Rolls,200.0,4.0,100,Arabian,Old Madras Road,49
2590,32566,Khairtabad,Hyderabad,Salt & Pepper-The Central Court Hotel,250.0,2.9,80,North Indian,Lakdikapul Main Road,44
2591,32566,Khairtabad,Hyderabad,Salt & Pepper-The Central Court Hotel,250.0,2.9,80,Chinese,Lakdikapul Main Road,44
2592,32566,Khairtabad,Hyderabad,Salt & Pepper-The Central Court Hotel,250.0,2.9,80,Continental,Lakdikapul Main Road,44
2593,32566,Khairtabad,Hyderabad,Salt & Pepper-The Central Court Hotel,250.0,2.9,80,Seafood,Lakdikapul Main Road,44
2594,32576,Bkc,Mumbai,Starbucks Coffee,400.0,4.2,100,Beverages,Kurla Complex,39
2595,32576,Bkc,Mumbai,Starbucks Coffee,400.0,4.2,100,Ice Cream,Kurla Complex,39
2596,32611,College Square,Kolkata,Bindass Food Plaza,200.0,4.5,20,Indian,Near Goenka College,36
2597,32611,College Square,Kolkata,Bindass Food Plaza,200.0,4.5,20,Chinese,Near Goenka College,36
2598,32611,College Square,Kolkata,Bindass Food Plaza,200.0,4.5,20,Tandoor,Near Goenka College,36
2599,32709,Bandra East,Mumbai,Garam Masala Rest-O-Bar,500.0,3.9,20,Chinese,Bandra East,47
2600,32709,Bandra East,Mumbai,Garam Masala Rest-O-Bar,500.0,3.9,20,North Indian,Bandra East,47
2601,32709,Bandra East,Mumbai,Garam Masala Rest-O-Bar,500.0,3.9,20,Biryani,Bandra East,47
2602,32713,Adikmet,Hyderabad,Rammy Fast Food,200.0,4.0,100,Fast Food,Adikmet Main Road,35
2603,32724,Koregaon Park,Pune,The Burger House,300.0,4.0,100,American,Koregaon Park,56
2604,32724,Koregaon Park,Pune,The Burger House,300.0,4.0,100,Fast Food,Koregaon Park,56
2605,32725,Koregaon Park,Pune,China Park,250.0,4.0,50,Chinese,Koregaon Park,64
2606,32734,Bn Reddy Nagar,Hyderabad,N Village,700.0,4.0,500,North Indian,Sn Reddy Nagar,60
2607,32734,Bn Reddy Nagar,Hyderabad,N Village,700.0,4.0,500,Chinese,Sn Reddy Nagar,60
2608,32734,Bn Reddy Nagar,Hyderabad,N Village,700.0,4.0,500,South Indian,Sn Reddy Nagar,60
2609,32734,Bn Reddy Nagar,Hyderabad,N Village,700.0,4.0,500,Biryani,Sn Reddy Nagar,60
2610,32775,Chembur,Mumbai,Pizza Caprina,600.0,4.0,500,Pizzas,Chembur,47
2611,32775,Chembur,Mumbai,Pizza Caprina,600.0,4.0,500,Fast Food,Chembur,47
2612,32840,Powai,Mumbai,Aamchi Mumbai Snacks,200.0,4.2,100,Fast Food,Chandivali,46
2613,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,North Indian,Near Ashish Cinema,62
2614,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Chinese,Near Ashish Cinema,62
2615,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Biryani,Near Ashish Cinema,62
2616,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Kebabs,Near Ashish Cinema,62
2617,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Punjabi,Near Ashish Cinema,62
2618,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Desserts,Near Ashish Cinema,62
2619,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Indian,Near Ashish Cinema,62
2620,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Asian,Near Ashish Cinema,62
2621,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Pizzas,Near Ashish Cinema,62
2622,32842,Chembur,Mumbai,Belly Darbar,400.0,4.3,50,Thai,Near Ashish Cinema,62
2624,32858,Sector 9 Rohini,Delhi,Wong'S Kitchen,250.0,3.8,500,Chinese,Sector- 9,37
2625,32858,Sector 9 Rohini,Delhi,Wong'S Kitchen,250.0,3.8,500,Fast Food,Sector- 9,37
2626,32858,Sector 9 Rohini,Delhi,Wong'S Kitchen,250.0,3.8,500,Asian,Sector- 9,37
2627,32902,Aundh,Pune,Grill Royale,450.0,2.9,80,North Indian,Aundh,69
2628,32907,Banjara Hills,Hyderabad,Fitmeals,500.0,4.2,100,Continental,Devera Konda Green Valley,67
2629,32907,Banjara Hills,Hyderabad,Fitmeals,500.0,4.2,100,Lebanese,Devera Konda Green Valley,67
2631,32911,Indiranagar,Bangalore,Salt Mango Tree,300.0,4.2,100,South Indian,Indiranagar,54
2632,32911,Indiranagar,Bangalore,Salt Mango Tree,300.0,4.2,100,Seafood,Indiranagar,54
2633,32911,Indiranagar,Bangalore,Salt Mango Tree,300.0,4.2,100,Biryani,Indiranagar,54
2634,32911,Indiranagar,Bangalore,Salt Mango Tree,300.0,4.2,100,Indian,Indiranagar,54
2635,32960,Entally,Kolkata,Zafran,250.0,4.3,100,Mughlai,Near Aspiration Classes,43
2636,32960,Entally,Kolkata,Zafran,250.0,4.3,100,Biryani,Near Aspiration Classes,43
2637,32960,Entally,Kolkata,Zafran,250.0,4.3,100,Kebabs,Near Aspiration Classes,43
2638,33026,Koregaon Park,Pune,Buddha Paradise,250.0,4.6,50,South Indian,Koregaon Park,49
2639,33026,Koregaon Park,Pune,Buddha Paradise,250.0,4.6,50,Fast Food,Koregaon Park,49
2640,33026,Koregaon Park,Pune,Buddha Paradise,250.0,4.6,50,Chinese,Koregaon Park,49
2641,33038,Baner,Pune,The Greedy Man Pizzeria,1000.0,4.1,100,Italian,Baner,71
2642,33038,Baner,Pune,The Greedy Man Pizzeria,1000.0,4.1,100,Desserts,Baner,71
2644,33093,Paikpara,Kolkata,Ice & Spice,300.0,3.9,100,Indian,Near Satyanarayan Mistana Bhandar,66
2645,33093,Paikpara,Kolkata,Ice & Spice,300.0,3.9,100,Chinese,Near Satyanarayan Mistana Bhandar,66
2646,33093,Paikpara,Kolkata,Ice & Spice,300.0,3.9,100,Biryani,Near Satyanarayan Mistana Bhandar,66
2647,33093,Paikpara,Kolkata,Ice & Spice,300.0,3.9,100,North Indian,Near Satyanarayan Mistana Bhandar,66
2648,33093,Paikpara,Kolkata,Ice & Spice,300.0,3.9,100,Combo,Near Satyanarayan Mistana Bhandar,66
2649,33093,Paikpara,Kolkata,Ice & Spice,300.0,3.9,100,Beverages,Near Satyanarayan Mistana Bhandar,66
2650,33093,Paikpara,Kolkata,Ice & Spice,300.0,3.9,100,Desserts,Near Satyanarayan Mistana Bhandar,66
2651,33121,Thousand Lights,Chennai,Amethyst,1000.0,4.6,50,Italian,Royapettah,53
2652,33121,Thousand Lights,Chennai,Amethyst,1000.0,4.6,50,Continental,Royapettah,53
2653,33127,Kavadiguda,Hyderabad,Star Hotel,300.0,3.4,1000,Hyderabadi,Kavadiguda,41
2654,33127,Kavadiguda,Hyderabad,Star Hotel,300.0,3.4,1000,Mughlai,Kavadiguda,41
2655,33127,Kavadiguda,Hyderabad,Star Hotel,300.0,3.4,1000,Biryani,Kavadiguda,41
2656,33207,George Town,Chennai,Pizza Square (Mint 2),500.0,2.9,80,American,Same As Cake Square Bazaar Road,50
2657,33207,George Town,Chennai,Pizza Square (Mint 2),500.0,2.9,80,Pizzas,Same As Cake Square Bazaar Road,50
2659,33209,Haltu,Kolkata,Wasabee,1000.0,4.2,100,Chinese,Near Safui Para Signal Beside Union Bank,93
2660,33209,Haltu,Kolkata,Wasabee,1000.0,4.2,100,Thai,Near Safui Para Signal Beside Union Bank,93
2663,33212,Chembur,Mumbai,The J,300.0,4.4,100,American,Chembur,45
2664,33212,Chembur,Mumbai,The J,300.0,4.4,100,Fast Food,Chembur,45
2665,33212,Chembur,Mumbai,The J,300.0,4.4,100,Snacks,Chembur,45
2666,33212,Chembur,Mumbai,The J,300.0,4.4,100,Desserts,Chembur,45
2667,33237,Somajiguda,Hyderabad,Kathmandu Momo,150.0,4.4,100,Fast Food,Raj Bhavan Road,59
2668,33253,Ashok Nagar,Bangalore,Happy Belly Bakes- Cakes And Desserts,350.0,4.7,100,Desserts,Primrose Road,37
2669,33253,Ashok Nagar,Bangalore,Happy Belly Bakes- Cakes And Desserts,350.0,4.7,100,Bakery,Primrose Road,37
2670,33253,Ashok Nagar,Bangalore,Happy Belly Bakes- Cakes And Desserts,350.0,4.7,100,Beverages,Primrose Road,37
2671,33290,Nungambakkam,Chennai,The Table,350.0,4.5,50,Desserts,Nungambakkam,55
2672,33434,Nungambakkam,Chennai,Ponnusamy Hotels,300.0,4.0,100,Tandoor,Jaganthan Road,54
2673,33434,Nungambakkam,Chennai,Ponnusamy Hotels,300.0,4.0,100,Indian,Jaganthan Road,54
2674,33434,Nungambakkam,Chennai,Ponnusamy Hotels,300.0,4.0,100,Mughlai,Jaganthan Road,54
2675,33456,Selimpur,Kolkata,Tandoor Park,600.0,4.4,1000,Indian,Opp Domino'S Pizza,79
2676,33456,Selimpur,Kolkata,Tandoor Park,600.0,4.4,1000,Tandoor,Opp Domino'S Pizza,79
2677,33456,Selimpur,Kolkata,Tandoor Park,600.0,4.4,1000,Chinese,Opp Domino'S Pizza,79
2678,33457,Purasaiwakkam,Chennai,Buhari,600.0,3.8,1000,Biryani,Purasawalkam - Buhari,34
2679,33457,Purasaiwakkam,Chennai,Buhari,600.0,3.8,1000,North Indian,Purasawalkam - Buhari,34
2680,33457,Purasaiwakkam,Chennai,Buhari,600.0,3.8,1000,Chinese,Purasawalkam - Buhari,34
2681,33457,Purasaiwakkam,Chennai,Buhari,600.0,3.8,1000,South Indian,Purasawalkam - Buhari,34
2682,33457,Purasaiwakkam,Chennai,Buhari,600.0,3.8,1000,Arabian,Purasawalkam - Buhari,34
2683,33514,Dum Dum,Kolkata,Farest Kitchen,250.0,3.7,20,Chinese,Near Anjali Sarees Showroon (Dum Dum),86
2684,33520,Bidhannagar,Kolkata,Flambe - Hotel The Sojourn,800.0,2.9,80,Indian,Near Amri Hospital,69
2685,33520,Bidhannagar,Kolkata,Flambe - Hotel The Sojourn,800.0,2.9,80,Chinese,Near Amri Hospital,69
2686,33520,Bidhannagar,Kolkata,Flambe - Hotel The Sojourn,800.0,2.9,80,Continental,Near Amri Hospital,69
2687,33525,Sheela Vihar Colony,Pune,Nagpur Saoji,300.0,2.9,80,Maharashtrian,Erandwane,48
2688,33671,Kalighat,Kolkata,Drunken Monkey,250.0,4.2,50,Healthy Food,On Manohar Pukur Crossing,70
2689,33671,Kalighat,Kolkata,Drunken Monkey,250.0,4.2,50,Beverages,On Manohar Pukur Crossing,70
2690,33671,Kalighat,Kolkata,Drunken Monkey,250.0,4.2,50,Juices,On Manohar Pukur Crossing,70
2691,33753,Saki Naka,Mumbai,Urban Tadka,800.0,3.9,20,North Indian,Pheonix Market City,53
2692,33807,Deccan Gymkhana,Pune,Top In Town,400.0,4.6,100,Bengali,Shivaji Nagar,36
2693,33807,Deccan Gymkhana,Pune,Top In Town,400.0,4.6,100,Indian,Shivaji Nagar,36
2694,33807,Deccan Gymkhana,Pune,Top In Town,400.0,4.6,100,Chinese,Shivaji Nagar,36
2695,33849,Baner,Pune,Origin Bistro,400.0,4.4,100,Continental,Baner,73
2696,33849,Baner,Pune,Origin Bistro,400.0,4.4,100,Italian,Baner,73
2697,33849,Baner,Pune,Origin Bistro,400.0,4.4,100,European,Baner,73
2698,33875,Tingre Nagar,Pune,Mad Pav Bhaji,400.0,2.9,80,Street Food,Vishrantwadi,75
2699,33913,Saki Naka,Mumbai,Cinnabon & Aunt Annes,400.0,2.9,80,Fast Food,Pheonix Market City,47
2700,33930,Santacruz East,Mumbai,Firangi Bake,400.0,2.9,80,Italian,Ground Floor Swastik Industrial Estate 178 Vidya Nagri Marg,41
2701,33930,Santacruz East,Mumbai,Firangi Bake,400.0,2.9,80,Mexican,Ground Floor Swastik Industrial Estate 178 Vidya Nagri Marg,41
2702,33930,Santacruz East,Mumbai,Firangi Bake,400.0,2.9,80,Pastas,Ground Floor Swastik Industrial Estate 178 Vidya Nagri Marg,41
2703,33938,Shaniwar Peth,Pune,Firangi Bake,400.0,4.4,20,Italian,Beside Vinayak Jewellers,38
2704,33938,Shaniwar Peth,Pune,Firangi Bake,400.0,4.4,20,Mexican,Beside Vinayak Jewellers,38
2705,33938,Shaniwar Peth,Pune,Firangi Bake,400.0,4.4,20,Pastas,Beside Vinayak Jewellers,38
2706,34020,Chembur,Mumbai,Indigo Grill,400.0,3.9,500,North Indian,Chembur,44
2707,34020,Chembur,Mumbai,Indigo Grill,400.0,3.9,500,Chinese,Chembur,44
2708,34020,Chembur,Mumbai,Indigo Grill,400.0,3.9,500,Mughlai,Chembur,44
2709,34020,Chembur,Mumbai,Indigo Grill,400.0,3.9,500,Biryani,Chembur,44
2710,34020,Chembur,Mumbai,Indigo Grill,400.0,3.9,500,Tandoor,Chembur,44
2711,34020,Chembur,Mumbai,Indigo Grill,400.0,3.9,500,Combo,Chembur,44
2712,34028,Ameerpet,Hyderabad,Vellanki Foods,200.0,4.4,1000,Sweets,Ameerpet 'X' Road,61
2713,34028,Ameerpet,Hyderabad,Vellanki Foods,200.0,4.4,1000,Desserts,Ameerpet 'X' Road,61
2714,34058,Kondhwa,Pune,Degchi'S Biryani Cafe,300.0,3.7,100,North Indian,Salunkhe Vihar Road,63
2715,34058,Kondhwa,Pune,Degchi'S Biryani Cafe,300.0,3.7,100,Mughlai,Salunkhe Vihar Road,63
2716,34058,Kondhwa,Pune,Degchi'S Biryani Cafe,300.0,3.7,100,Biryani,Salunkhe Vihar Road,63
2717,34058,Kondhwa,Pune,Degchi'S Biryani Cafe,300.0,3.7,100,Desserts,Salunkhe Vihar Road,63
2718,34072,Sector 14 Rohini,Delhi,Crispy Bites,400.0,3.7,500,North Indian,Rohini Sec-14,46
2719,34072,Sector 14 Rohini,Delhi,Crispy Bites,400.0,3.7,500,Italian,Rohini Sec-14,46
2720,34147,Narayanguda,Hyderabad,K&C Bakers &Confectioners,200.0,4.0,100,Bakery,Venkata Swamy Nagar,30
2721,34166,Nungambakkam,Chennai,Rahman Biriyani Formerly Known As Bismi Biriyani,350.0,4.2,100,Biryani,Valluvarkottam High Road,49
2722,34166,Nungambakkam,Chennai,Rahman Biriyani Formerly Known As Bismi Biriyani,350.0,4.2,100,Chinese,Valluvarkottam High Road,49
2723,34166,Nungambakkam,Chennai,Rahman Biriyani Formerly Known As Bismi Biriyani,350.0,4.2,100,Grill,Valluvarkottam High Road,49
2724,34166,Nungambakkam,Chennai,Rahman Biriyani Formerly Known As Bismi Biriyani,350.0,4.2,100,Indian,Valluvarkottam High Road,49
2725,34166,Nungambakkam,Chennai,Rahman Biriyani Formerly Known As Bismi Biriyani,350.0,4.2,100,North Indian,Valluvarkottam High Road,49
2726,34166,Nungambakkam,Chennai,Rahman Biriyani Formerly Known As Bismi Biriyani,350.0,4.2,100,South Indian,Valluvarkottam High Road,49
2727,34166,Nungambakkam,Chennai,Rahman Biriyani Formerly Known As Bismi Biriyani,350.0,4.2,100,Tandoor,Valluvarkottam High Road,49
2728,34269,Shivaji Nagar,Bangalore,Hamza Hotel,300.0,4.2,1000,Continental,Central Bangalore,35
2729,34269,Shivaji Nagar,Bangalore,Hamza Hotel,300.0,4.2,1000,Fast Food,Central Bangalore,35
2730,34269,Shivaji Nagar,Bangalore,Hamza Hotel,300.0,4.2,1000,Street Food,Central Bangalore,35
2731,34312,T. Nagar,Chennai,Chin Chin - The Residency,1900.0,4.3,50,Chinese,T. Nagar,72
2732,34313,T. Nagar,Chennai,The Right Place - The Residency,1000.0,2.9,80,Indian,T. Nagar,71
2733,34313,T. Nagar,Chennai,The Right Place - The Residency,1000.0,2.9,80,Continental,T. Nagar,71
2734,34463,Sector 7 Rohini,Delhi,Demould,400.0,4.1,100,Desserts,Sector 7,36
2735,34463,Sector 7 Rohini,Delhi,Demould,400.0,4.1,100,Bakery,Sector 7,36
2736,34634,Toli Chowki,Hyderabad,Shah Ghouse Cafe & Restaurant,350.0,4.0,10000,Biryani,Tolichowki,63
2737,34634,Toli Chowki,Hyderabad,Shah Ghouse Cafe & Restaurant,350.0,4.0,10000,North Indian,Tolichowki,63
2738,34634,Toli Chowki,Hyderabad,Shah Ghouse Cafe & Restaurant,350.0,4.0,10000,Chinese,Tolichowki,63
2739,34634,Toli Chowki,Hyderabad,Shah Ghouse Cafe & Restaurant,350.0,4.0,10000,Mughlai,Tolichowki,63
2740,34634,Toli Chowki,Hyderabad,Shah Ghouse Cafe & Restaurant,350.0,4.0,10000,Tandoor,Tolichowki,63
2741,34715,Deccan Gymkhana,Pune,Kok Pa Chinese,250.0,3.9,100,Chinese,Shivaji Nagar,34
2742,34715,Deccan Gymkhana,Pune,Kok Pa Chinese,250.0,3.9,100,Asian,Shivaji Nagar,34
2743,34803,Kurla,Mumbai,Waffles & More,300.0,4.3,100,Desserts,Chembur,40
2744,34803,Kurla,Mumbai,Waffles & More,300.0,4.3,100,Beverages,Chembur,40
2745,34803,Kurla,Mumbai,Waffles & More,300.0,4.3,100,Pizzas,Chembur,40
2746,34803,Kurla,Mumbai,Waffles & More,300.0,4.3,100,Italian,Chembur,40
2747,35008,Basheer Bagh,Hyderabad,Alex'S Kitchen,350.0,4.2,500,Chinese,Liberty Road,39
2748,35242,Sector 9 Rohini,Delhi,Tikka Junction (Rohini),400.0,3.8,100,North Indian,Dc Chowk,37
2749,35242,Sector 9 Rohini,Delhi,Tikka Junction (Rohini),400.0,3.8,100,Chinese,Dc Chowk,37
2750,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,Fast Food,Koramangala,59
2751,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,Snacks,Koramangala,59
2752,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,Chaat,Koramangala,59
2753,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,Street Food,Koramangala,59
2754,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,Beverages,Koramangala,59
2755,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,Combo,Koramangala,59
2756,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,North Indian,Koramangala,59
2757,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,Indian,Koramangala,59
2758,35307,Koramangala,Bangalore,Chaat Street Express,150.0,2.9,80,Maharashtrian,Koramangala,59
2760,35324,Bidhannagar,Kolkata,Mondal Food Junction,250.0,3.9,20,Indian,Near Post Office,73
2761,35324,Bidhannagar,Kolkata,Mondal Food Junction,250.0,3.9,20,Chinese,Near Post Office,73
2762,35330,Dumdum,Kolkata,Qfc - Quality Fried Chicken,200.0,4.3,500,Fast Food,Near Bapi Sweets,88
2763,35330,Dumdum,Kolkata,Qfc - Quality Fried Chicken,200.0,4.3,500,Combo,Near Bapi Sweets,88
2764,35330,Dumdum,Kolkata,Qfc - Quality Fried Chicken,200.0,4.3,500,Chinese,Near Bapi Sweets,88
2765,35433,T. Nagar,Chennai,Momo,100.0,4.1,50,Chinese,T Nagar,60
2766,35521,Santacruz East,Mumbai,Sweet Truth - Cake And Desserts,450.0,3.9,20,Ice Cream,Kalina,41
2767,35521,Santacruz East,Mumbai,Sweet Truth - Cake And Desserts,450.0,3.9,20,Bakery,Kalina,41
2768,35521,Santacruz East,Mumbai,Sweet Truth - Cake And Desserts,450.0,3.9,20,Desserts,Kalina,41
2769,35521,Santacruz East,Mumbai,Sweet Truth - Cake And Desserts,450.0,3.9,20,Beverages,Kalina,41
2770,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Pizzas,Pheonix Market City,39
2771,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Pastas,Pheonix Market City,39
2772,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Italian,Pheonix Market City,39
2773,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Indian,Pheonix Market City,39
2774,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,American,Pheonix Market City,39
2775,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Chinese,Pheonix Market City,39
2776,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Fast Food,Pheonix Market City,39
2777,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Mexican,Pheonix Market City,39
2778,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Beverages,Pheonix Market City,39
2779,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Desserts,Pheonix Market City,39
2780,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Healthy Food,Pheonix Market City,39
2781,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Snacks,Pheonix Market City,39
2782,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Salads,Pheonix Market City,39
2783,35669,Saki Naka,Mumbai,Coffee Culture,400.0,2.9,80,Combo,Pheonix Market City,39
2784,35755,Navrangpura,Ahmedabad,R.K. Omlet Centre,200.0,4.3,100,Fast Food,Navrangpura,48
2785,35755,Navrangpura,Ahmedabad,R.K. Omlet Centre,200.0,4.3,100,Mughlai,Navrangpura,48
2786,35755,Navrangpura,Ahmedabad,R.K. Omlet Centre,200.0,4.3,100,Snacks,Navrangpura,48
2787,35791,Navrangpura,Ahmedabad,D'Tallii Egg,400.0,4.5,20,Indian,Navrangpura,35
2788,35835,Rohini,Delhi,Sweet Truth - Cake And Desserts,450.0,4.3,100,Ice Cream,Sector 8,37
2789,35835,Rohini,Delhi,Sweet Truth - Cake And Desserts,450.0,4.3,100,Bakery,Sector 8,37
2790,35835,Rohini,Delhi,Sweet Truth - Cake And Desserts,450.0,4.3,100,Desserts,Sector 8,37
2791,35835,Rohini,Delhi,Sweet Truth - Cake And Desserts,450.0,4.3,100,Beverages,Sector 8,37
2792,35873,Shaniwar Peth,Pune,Sweet Truth - Cake And Desserts,450.0,4.5,20,Bakery,Shaniwar Peth,29
2793,35873,Shaniwar Peth,Pune,Sweet Truth - Cake And Desserts,450.0,4.5,20,Desserts,Shaniwar Peth,29
2794,35873,Shaniwar Peth,Pune,Sweet Truth - Cake And Desserts,450.0,4.5,20,Beverages,Shaniwar Peth,29
2795,35954,Bidhannagar,Kolkata,Chin Thai,300.0,4.2,100,Chinese,Near Sec V Pantaloons,83
2796,35954,Bidhannagar,Kolkata,Chin Thai,300.0,4.2,100,Thai,Near Sec V Pantaloons,83
2797,35954,Bidhannagar,Kolkata,Chin Thai,300.0,4.2,100,Indian,Near Sec V Pantaloons,83
2798,35971,Ellisbridge,Ahmedabad,Foodinn - Fine Dine,800.0,4.0,100,Indian,Ashram Road,31
2799,35971,Ellisbridge,Ahmedabad,Foodinn - Fine Dine,800.0,4.0,100,Chinese,Ashram Road,31
2800,35971,Ellisbridge,Ahmedabad,Foodinn - Fine Dine,800.0,4.0,100,Continental,Ashram Road,31
2801,35981,University Area,Ahmedabad,Sandwichworkz - The Fusion Street Cafe,300.0,4.3,100,South Indian,Panjra Pole,47
2802,35981,University Area,Ahmedabad,Sandwichworkz - The Fusion Street Cafe,300.0,4.3,100,Continental,Panjra Pole,47
2803,36092,Tagore Garden Extension,Delhi,Kafilla,300.0,3.7,50,Tandoor,Janakpuri,65
2804,36092,Tagore Garden Extension,Delhi,Kafilla,300.0,3.7,50,North Indian,Janakpuri,65
2805,36092,Tagore Garden Extension,Delhi,Kafilla,300.0,3.7,50,Chinese,Janakpuri,65
2806,36092,Tagore Garden Extension,Delhi,Kafilla,300.0,3.7,50,Beverages,Janakpuri,65
2807,36159,Bkc,Mumbai,Devil'S Kitchen,200.0,2.9,80,Fast Food,Government Colony Bandra,47
2808,36174,University Area,Ahmedabad,Sphere Lounge,550.0,4.3,100,Mexican,Navrangpura,44
2809,36174,University Area,Ahmedabad,Sphere Lounge,550.0,4.3,100,Italian,Navrangpura,44
2810,36174,University Area,Ahmedabad,Sphere Lounge,550.0,4.3,100,Indian,Navrangpura,44
2811,36186,Navrangpura,Ahmedabad,Daawat-E-Khaas,400.0,4.4,100,North Indian,Navrangpura,40
2812,36186,Navrangpura,Ahmedabad,Daawat-E-Khaas,400.0,4.4,100,Mughlai,Navrangpura,40
2813,36186,Navrangpura,Ahmedabad,Daawat-E-Khaas,400.0,4.4,100,Chinese,Navrangpura,40
2814,36191,Vastrapur,Ahmedabad,R.K. Egg Eatery,300.0,4.0,1000,Fast Food,Vastrapur,44
2815,36191,Vastrapur,Ahmedabad,R.K. Egg Eatery,300.0,4.0,1000,Indian,Vastrapur,44
2816,36191,Vastrapur,Ahmedabad,R.K. Egg Eatery,300.0,4.0,1000,Mughlai,Vastrapur,44
2817,36191,Vastrapur,Ahmedabad,R.K. Egg Eatery,300.0,4.0,1000,Snacks,Vastrapur,44
2818,36195,Kothrud,Pune,Barometer,1100.0,4.6,500,Continental,Kothrud,57
2819,36195,Kothrud,Pune,Barometer,1100.0,4.6,500,Asian,Kothrud,57
2820,36195,Kothrud,Pune,Barometer,1100.0,4.6,500,Italian,Kothrud,57
2821,36195,Kothrud,Pune,Barometer,1100.0,4.6,500,North Indian,Kothrud,57
2822,36333,Vastrapur,Ahmedabad,The Blue Oven,600.0,4.5,100,Continental,Vastrapur,50
2823,36333,Vastrapur,Ahmedabad,The Blue Oven,600.0,4.5,100,Pizzas,Vastrapur,50
2824,36333,Vastrapur,Ahmedabad,The Blue Oven,600.0,4.5,100,Cafe,Vastrapur,50
